"Ad_ID","Campaign_Name","Clicks","Impressions","Cost","Leads","Conversions","Conversion_Rate","Sale_Amount","Ad_Date","Location","Device","Keyword","Format_Date"
"A3087","Data Analytics Course",127.0,3454.0,209.19,19.0,10.0,"0.058",1937.0,"2024-11-05","Hyderabad","DESKTOP","data anaytics training","2024-11-05"
"A3088","Data Analytics Course",151.0,3702.0,245.02,22.0,9.0,"0.06",1983.0,"04-11-2024","Hyderabad","tablet","learn data analytics","2024-11-04"
"A3089","Data Analytics Course",113.0,4258.0,232.25,16.0,10.0,"0.088",1374.0,"2024-11-24","Hyderabad","mobile","online data analytic","2024-11-24"
"A3090","Data Analytics Course",159.0,4047.0,205.62,24.0,3.0,"0.05",1177.0,"09-11-2024","Hyderabad","tablet","analytics for data","2024-11-09"
"A3091","Data Analytics Course",197.0,3319.0,215.83,26.0,10.0,"0.051",1342.0,"18-11-2024","Hyderabad","Desktop","analytics for data","2024-11-18"
"A3092","Data Analytics Course",106.0,5661.0,181.96,17.0,3.0,"0.028",1250.0,"2024-11-11","Hyderabad","desktop","data analitics online","2024-11-11"
"A3093","Data Analytics Course",143.0,4914.0,222.69,12.0,7.0,"0.05",1280.0,"12-11-2024","Hyderabad","Desktop","analytics for data","2024-11-12"
"A3094","Data Analytics Course",111.0,5382.0,219.59,29.0,5.0,"0.032",1464.0,"2024-11-25","Hyderabad","DESKTOP","analytics for data","2024-11-25"
"A3095","Data Analytics Course",98.0,5898.0,186.46,20.0,6.0,"0.038",0.0,"2024-11-09","Hyderabad","mobile","data analitics online","2024-11-09"
"A3096","Data Analytics Course",98.0,3967.0,214.51,12.0,5.0,"0.051",1180.0,"2024/11/08","Hyderabad","desktop","analytics for data","2024-11-08"
"A3098","Data Analytics Course",168.0,3219.0,193.16,12.0,7.0,"0.037",1395.0,"2024/11/23","Hyderabad","MOBILE","online data analytic","2024-11-23"
"A3099","Data Analytics Course",127.0,4039.0,247.92,20.0,8.0,"0.063",0.0,"2024-11-27","Hyderabad","MOBILE","learn data analytics","2024-11-27"
"A3100","Data Analytics Course",136.0,4051.0,194.29,25.0,5.0,"0.037",0.0,"2024/11/28","Hyderabad","Tablet","learn data analytics","2024-11-28"
"A3101","Data Analytics Course",173.0,5270.0,233.33,11.0,7.0,"0.04",1783.0,"16-11-2024","Hyderabad","DESKTOP","analytics for data","2024-11-16"
"A3102","Data Analytics Course",184.0,3239.0,221.33,25.0,10.0,"0.054",1557.0,"2024/11/04","Hyderabad","desktop","online data analytic","2024-11-04"
"A3103","Data Analytics Course",174.0,4054.0,201.25,15.0,7.0,"0.04",1514.0,"23-11-2024","Hyderabad","MOBILE","learn data analytics","2024-11-23"
"A3104","Data Analytics Course",196.0,5448.0,232.55,30.0,8.0,"0.041",1694.0,"2024/11/14","Hyderabad","desktop","learn data analytics","2024-11-14"
"A3106","Data Analytics Course",97.0,3937.0,197.37,14.0,10.0,"0.103",1160.0,"2024-11-22","Hyderabad","tablet","learn data analytics","2024-11-22"
"A3107","Data Analytics Course",128.0,4175.0,200.11,12.0,10.0,"0.059",1599.0,"2024-11-20","Hyderabad","Desktop","data analitics online","2024-11-20"
"A3108","Data Analytics Course",143.0,5780.0,237.51,24.0,4.0,"0.054",1440.0,"15-11-2024","Hyderabad","MOBILE","data analitics online","2024-11-15"
"A3111","Data Analytics Course",189.0,3226.0,236.68,14.0,6.0,"0.032",1364.0,"2024/11/06","Hyderabad","tablet","analytics for data","2024-11-06"
"A3112","Data Analytics Course",165.0,4978.0,180.25,12.0,4.0,"0.058",1123.0,"14-11-2024","Hyderabad","Tablet","online data analytic","2024-11-14"
"A3113","Data Analytics Course",172.0,5041.0,189.31,22.0,10.0,"0.058",1645.0,"2024/11/07","Hyderabad","mobile","data anaytics training","2024-11-07"
"A3114","Data Analytics Course",183.0,4124.0,186.66,24.0,6.0,"0.033",1183.0,"2024-11-28","Hyderabad","TABLET","data analytics course","2024-11-28"
"A3115","Data Analytics Course",196.0,3143.0,238.22,28.0,7.0,"0.036",1234.0,"2024-11-08","Hyderabad","Mobile","data analitics online","2024-11-08"
"A3116","Data Analytics Course",98.0,4505.0,209.36,27.0,5.0,"0.051",1186.0,"29-11-2024","Hyderabad","Tablet","learn data analytics","2024-11-29"
"A3117","Data Analytics Course",158.0,3736.0,226.99,11.0,8.0,"0.051",1606.0,"2024-11-29","Hyderabad","TABLET","data anaytics training","2024-11-29"
"A3118","Data Analytics Course",104.0,5949.0,216.6,28.0,4.0,"0.038",1102.0,"10-11-2024","Hyderabad","MOBILE","analytics for data","2024-11-10"
"A3119","Data Analytics Course",84.0,4625.0,226.02,13.0,5.0,"0.06",1969.0,"14-11-2024","Hyderabad","Desktop","online data analytic","2024-11-14"
"A3120","Data Analytics Course",128.0,5022.0,188.96,26.0,6.0,"0.047",1108.0,"2024-11-02","Hyderabad","mobile","data anaytics training","2024-11-02"
"A3122","Data Analytics Course",107.0,5491.0,217.98,17.0,10.0,"0.093",1480.0,"11-11-2024","Hyderabad","Mobile","online data analytic","2024-11-11"
"A3123","Data Analytics Course",86.0,4078.0,208.92,26.0,3.0,"0.035",1698.0,"2024-11-06","Hyderabad","MOBILE","data analytics course","2024-11-06"
"A3125","Data Analytics Course",88.0,3708.0,225.76,10.0,5.0,"0.036",1667.0,"12-11-2024","Hyderabad","tablet","data anaytics training","2024-11-12"
"A3126","Data Analytics Course",141.0,5314.0,184.34,29.0,10.0,"0.071",1271.0,"2024-11-19","Hyderabad","MOBILE","online data analytic","2024-11-19"
"A3127","Data Analytics Course",193.0,3566.0,212.73,19.0,7.0,"0.036",1311.0,"2024-11-04","Hyderabad","Desktop","data analitics online","2024-11-04"
"A3128","Data Analytics Course",185.0,4839.0,193.99,26.0,6.0,"0.032",1492.0,"04-11-2024","Hyderabad","Desktop","data anaytics training","2024-11-04"
"A3129","Data Analytics Course",117.0,5145.0,244.44,12.0,8.0,"0.068",0.0,"10-11-2024","Hyderabad","Mobile","data analitics online","2024-11-10"
"A3130","Data Analytics Course",147.0,4371.0,243.04,26.0,9.0,"0.061",1776.0,"2024-11-18","Hyderabad","DESKTOP","online data analytic","2024-11-18"
"A3131","Data Analytics Course",197.0,5697.0,243.72,13.0,3.0,"0.015",1154.0,"06-11-2024","Hyderabad","MOBILE","learn data analytics","2024-11-06"
"A3132","Data Analytics Course",81.0,3096.0,228.47,22.0,3.0,"0.037",1386.0,"2024/11/22","Hyderabad","tablet","analytics for data","2024-11-22"
"A3133","Data Analytics Course",198.0,4163.0,218.64,11.0,6.0,"0.03",1904.0,"30-11-2024","Hyderabad","Tablet","learn data analytics","2024-11-30"
"A3134","Data Analytics Course",155.0,5150.0,224.6,24.0,7.0,"0.039",1146.0,"2024/11/04","Hyderabad","tablet","data analytics course","2024-11-04"
"A3135","Data Analytics Course",181.0,3948.0,223.51,17.0,4.0,"0.057",1075.0,"10-11-2024","Hyderabad","MOBILE","analytics for data","2024-11-10"
"A3136","Data Analytics Course",108.0,3126.0,248.94,12.0,3.0,"0.028",1942.0,"2024-11-16","Hyderabad","TABLET","analytics for data","2024-11-16"
"A3137","Data Analytics Course",114.0,5551.0,195.44,30.0,5.0,"0.044",1255.0,"2024/11/15","Hyderabad","TABLET","analytics for data","2024-11-15"
"A3138","Data Analytics Course",146.0,5712.0,221.73,26.0,5.0,"0.034",1201.0,"2024-11-12","Hyderabad","Mobile","analytics for data","2024-11-12"
"A3139","Data Analytics Course",89.0,4175.0,194.22,11.0,3.0,"0.055",1370.0,"2024-11-22","Hyderabad","DESKTOP","data anaytics training","2024-11-22"
"A3141","Data Analytics Course",98.0,5728.0,230.52,14.0,10.0,"0.102",1322.0,"07-11-2024","Hyderabad","Mobile","data anaytics training","2024-11-07"
"A3142","Data Analytics Course",87.0,3161.0,244.49,24.0,8.0,"0.092",1161.0,"2024-11-06","Hyderabad","tablet","data analitics online","2024-11-06"
"A3143","Data Analytics Course",146.0,4773.0,248.27,30.0,6.0,"0.041",1304.0,"2024-11-01","Hyderabad","Tablet","online data analytic","2024-11-01"
"A3145","Data Analytics Course",122.0,5600.0,223.06,12.0,3.0,"0.025",1061.0,"2024-11-18","Hyderabad","Tablet","learn data analytics","2024-11-18"
"A3146","Data Analytics Course",153.0,4218.0,228.36,16.0,7.0,"0.046",1178.0,"03-11-2024","Hyderabad","MOBILE","data analitics online","2024-11-03"
"A3147","Data Analytics Course",108.0,3358.0,184.1,28.0,4.0,"0.037",1888.0,"2024/11/16","Hyderabad","DESKTOP","analytics for data","2024-11-16"
"A3148","Data Analytics Course",147.0,3021.0,200.17,20.0,4.0,"0.027",1718.0,"18-11-2024","Hyderabad","mobile","analytics for data","2024-11-18"
"A3149","Data Analytics Course",121.0,4477.0,224.77,28.0,10.0,"0.083",1604.0,"17-11-2024","Hyderabad","TABLET","data analitics online","2024-11-17"
"A3150","Data Analytics Course",112.0,4073.0,180.24,30.0,4.0,"0.036",1628.0,"2024/11/12","Hyderabad","TABLET","data anaytics training","2024-11-12"
"A3151","Data Analytics Course",127.0,5172.0,204.19,10.0,4.0,"0.031",1183.0,"2024/11/20","Hyderabad","Mobile","data analitics online","2024-11-20"
"A3152","Data Analytics Course",192.0,5896.0,201.18,30.0,9.0,"0.05",1589.0,"30-11-2024","Hyderabad","desktop","data analytics course","2024-11-30"
"A3153","Data Analytics Course",174.0,3427.0,223.77,20.0,7.0,"0.036",1293.0,"15-11-2024","Hyderabad","Desktop","analytics for data","2024-11-15"
"A3154","Data Analytics Course",166.0,4176.0,243.1,16.0,9.0,"0.041",1147.0,"2024-11-24","Hyderabad","Desktop","learn data analytics","2024-11-24"
"A3155","Data Analytics Course",98.0,5835.0,232.82,19.0,6.0,"0.061",1989.0,"2024/11/02","Hyderabad","mobile","data analitics online","2024-11-02"
"A3156","Data Analytics Course",191.0,5438.0,244.1,19.0,5.0,"0.026",1203.0,"2024/11/08","Hyderabad","Tablet","learn data analytics","2024-11-08"
"A3157","Data Analytics Course",89.0,4936.0,199.91,16.0,4.0,"0.059",1543.0,"2024-11-14","Hyderabad","desktop","data analytics course","2024-11-14"
"A3158","Data Analytics Course",180.0,3526.0,0.0,15.0,7.0,"0.039",1336.0,"2024-11-16","Hyderabad","Mobile","online data analytic","2024-11-16"
"A3159","Data Analytics Course",91.0,5509.0,186.22,29.0,5.0,"0.055",1928.0,"2024-11-02","Hyderabad","MOBILE","learn data analytics","2024-11-02"
"A3160","Data Analytics Course",114.0,5748.0,184.76,16.0,8.0,"0.07",1490.0,"2024/11/21","Hyderabad","DESKTOP","data analitics online","2024-11-21"
"A3161","Data Analytics Course",80.0,5155.0,217.3,28.0,5.0,"0.062",1316.0,"12-11-2024","Hyderabad","TABLET","data analytics course","2024-11-12"
"A3162","Data Analytics Course",127.0,4537.0,247.11,17.0,7.0,"0.043",1451.0,"2024/11/18","Hyderabad","tablet","analytics for data","2024-11-18"
"A3163","Data Analytics Course",84.0,5468.0,227.36,13.0,4.0,"0.048",1228.0,"2024-11-26","Hyderabad","tablet","data analytics course","2024-11-26"
"A3164","Data Analytics Course",182.0,4390.0,239.33,11.0,7.0,"0.052",1799.0,"2024-11-27","Hyderabad","tablet","data anaytics training","2024-11-27"
"A3165","Data Analytics Course",105.0,5883.0,180.07,20.0,4.0,"0.038",1586.0,"2024/11/05","Hyderabad","Mobile","data analytics course","2024-11-05"
"A3166","Data Analytics Course",162.0,3120.0,245.58,30.0,6.0,"0.037",1952.0,"06-11-2024","Hyderabad","MOBILE","data anaytics training","2024-11-06"
"A3167","Data Analytics Course",118.0,4377.0,219.81,21.0,4.0,"0.034",1290.0,"2024/11/14","Hyderabad","DESKTOP","analytics for data","2024-11-14"
"A3168","Data Analytics Course",131.0,5719.0,183.69,12.0,7.0,"0.053",1555.0,"23-11-2024","Hyderabad","Mobile","data anaytics training","2024-11-23"
"A3169","Data Analytics Course",116.0,4250.0,186.34,12.0,3.0,"0.026",1043.0,"2024-11-30","Hyderabad","DESKTOP","analytics for data","2024-11-30"
"A3170","Data Analytics Course",80.0,5648.0,239.26,10.0,6.0,"0.075",1005.0,"2024/11/20","Hyderabad","mobile","data analytics course","2024-11-20"
"A3171","Data Analytics Course",81.0,3394.0,187.24,12.0,6.0,"0.074",1227.0,"12-11-2024","Hyderabad","Tablet","data analytics course","2024-11-12"
"A3172","Data Analytics Course",189.0,5117.0,197.9,20.0,8.0,"0.042",1710.0,"28-11-2024","Hyderabad","MOBILE","analytics for data","2024-11-28"
"A3173","Data Analytics Course",128.0,3861.0,232.11,30.0,10.0,"0.078",1636.0,"18-11-2024","Hyderabad","Tablet","data analytics course","2024-11-18"
"A3174","Data Analytics Course",182.0,3303.0,238.4,17.0,4.0,"0.022",1695.0,"2024-11-05","Hyderabad","desktop","data analitics online","2024-11-05"
"A3175","Data Analytics Course",124.0,4192.0,184.42,12.0,6.0,"0.048",0.0,"05-11-2024","Hyderabad","Tablet","data analytics course","2024-11-05"
"A3176","Data Analytics Course",137.0,3720.0,237.22,24.0,5.0,"0.036",1811.0,"10-11-2024","Hyderabad","Mobile","online data analytic","2024-11-10"
"A3177","Data Analytics Course",106.0,5789.0,183.62,19.0,3.0,"0.028",1838.0,"2024/11/16","Hyderabad","Desktop","data analitics online","2024-11-16"
"A3178","Data Analytics Course",102.0,5113.0,206.65,27.0,6.0,"0.059",1466.0,"2024-11-19","Hyderabad","MOBILE","data analytics course","2024-11-19"
"A3179","Data Analytics Course",155.0,3234.0,204.47,12.0,4.0,"0.026",1401.0,"2024/11/16","Hyderabad","Desktop","learn data analytics","2024-11-16"
"A3180","Data Analytics Course",85.0,3088.0,234.24,24.0,4.0,"0.047",1210.0,"2024-11-07","Hyderabad","tablet","analytics for data","2024-11-07"
"A3181","Data Analytics Course",126.0,5114.0,233.27,30.0,5.0,"0.04",1197.0,"15-11-2024","Hyderabad","tablet","data analitics online","2024-11-15"
"A3182","Data Analytics Course",96.0,5070.0,210.63,27.0,10.0,"0.104",1653.0,"2024-11-18","Hyderabad","Tablet","online data analytic","2024-11-18"
"A3183","Data Analytics Course",128.0,4445.0,200.52,14.0,4.0,"0.031",1861.0,"2024/11/05","Hyderabad","TABLET","learn data analytics","2024-11-05"
"A3184","Data Analytics Course",151.0,3656.0,199.96,26.0,7.0,"0.051",1566.0,"2024-11-17","Hyderabad","Desktop","online data analytic","2024-11-17"
"A3185","Data Analytics Course",95.0,3583.0,223.37,22.0,9.0,"0.033",1821.0,"29-11-2024","Hyderabad","Desktop","online data analytic","2024-11-29"
"A3186","Data Analytics Course",193.0,4790.0,247.69,23.0,5.0,"0.026",1687.0,"24-11-2024","Hyderabad","MOBILE","data analitics online","2024-11-24"
"A3187","Data Analytics Course",90.0,3235.0,211.4,29.0,10.0,"0.111",1290.0,"2024-11-19","Hyderabad","tablet","analytics for data","2024-11-19"
"A3188","Data Analytics Course",175.0,3832.0,245.61,27.0,5.0,"0.029",1388.0,"2024-11-26","Hyderabad","Desktop","data analitics online","2024-11-26"
"A3189","Data Analytics Course",153.0,4261.0,230.25,27.0,7.0,"0.046",1027.0,"2024/11/05","Hyderabad","Desktop","analytics for data","2024-11-05"
"A3190","Data Analytics Course",103.0,4796.0,180.64,26.0,7.0,"0.068",1102.0,"2024/11/03","Hyderabad","Mobile","data anaytics training","2024-11-03"
"A3191","Data Analytics Course",102.0,5229.0,208.55,30.0,5.0,"0.049",1065.0,"2024-11-15","Hyderabad","MOBILE","analytics for data","2024-11-15"
"A3193","Data Analytics Course",96.0,4851.0,229.12,27.0,6.0,"0.062",1271.0,"2024/11/03","Hyderabad","tablet","data anaytics training","2024-11-03"
"A3194","Data Analytics Course",107.0,4816.0,243.41,20.0,5.0,"0.047",0.0,"2024/11/25","Hyderabad","tablet","data analytics course","2024-11-25"
"A3195","Data Analytics Course",170.0,5404.0,218.24,24.0,5.0,"0.029",1818.0,"29-11-2024","Hyderabad","DESKTOP","data analitics online","2024-11-29"
"A3196","Data Analytics Course",145.0,3068.0,237.7,24.0,7.0,"0.048",1494.0,"2024/11/19","Hyderabad","mobile","data analytics course","2024-11-19"
"A3197","Data Analytics Course",148.0,5877.0,213.84,25.0,8.0,"0.054",1371.0,"18-11-2024","Hyderabad","desktop","learn data analytics","2024-11-18"
"A3198","Data Analytics Course",141.0,4188.0,228.12,16.0,9.0,"0.064",1204.0,"30-11-2024","Hyderabad","DESKTOP","data analitics online","2024-11-30"
"A3200","Data Analytics Course",140.0,4677.0,223.74,20.0,9.0,"0.064",1610.0,"2024-11-04","Hyderabad","mobile","learn data analytics","2024-11-04"
"A3201","Data Analytics Course",135.0,3793.0,190.88,24.0,9.0,"0.053",0.0,"2024-11-19","Hyderabad","DESKTOP","data analitics online","2024-11-19"
"A3202","Data Analytics Course",105.0,3548.0,216.8,30.0,7.0,"0.054",1663.0,"14-11-2024","Hyderabad","Tablet","learn data analytics","2024-11-14"
"A3204","Data Analytics Course",128.0,4662.0,187.28,23.0,9.0,"0.07",1710.0,"2024-11-13","Hyderabad","Desktop","data anaytics training","2024-11-13"
"A3205","Data Analytics Course",120.0,4453.0,240.34,23.0,8.0,"0.067",1452.0,"2024-11-26","Hyderabad","Tablet","online data analytic","2024-11-26"
"A3206","Data Analytics Course",163.0,5052.0,234.73,24.0,6.0,"0.037",1848.0,"17-11-2024","Hyderabad","mobile","online data analytic","2024-11-17"
"A3207","Data Analytics Course",94.0,4457.0,246.18,14.0,6.0,"0.053",1492.0,"2024/11/15","Hyderabad","tablet","data analitics online","2024-11-15"
"A3209","Data Analytics Course",146.0,4474.0,190.94,18.0,10.0,"0.068",1872.0,"2024/11/07","Hyderabad","TABLET","data analitics online","2024-11-07"
"A3210","Data Analytics Course",193.0,5129.0,243.78,13.0,10.0,"0.052",1583.0,"2024/11/06","Hyderabad","Tablet","data analytics course","2024-11-06"
"A3211","Data Analytics Course",96.0,5210.0,223.05,10.0,8.0,"0.083",1483.0,"2024-11-29","Hyderabad","tablet","online data analytic","2024-11-29"
"A3212","Data Analytics Course",150.0,3456.0,242.22,16.0,7.0,"0.047",1215.0,"2024/11/02","Hyderabad","DESKTOP","data anaytics training","2024-11-02"
"A3213","Data Analytics Course",130.0,4109.0,207.1,19.0,6.0,"0.046",1521.0,"2024-11-16","Hyderabad","mobile","learn data analytics","2024-11-16"
"A3214","Data Analytics Course",99.0,3522.0,210.01,28.0,9.0,"0.034",1932.0,"2024/11/23","Hyderabad","Mobile","analytics for data","2024-11-23"
"A3215","Data Analytics Course",143.0,3600.0,238.14,26.0,7.0,"0.049",1891.0,"2024-11-09","Hyderabad","Tablet","analytics for data","2024-11-09"
"A3216","Data Analytics Course",116.0,3026.0,209.03,24.0,9.0,"0.078",1819.0,"10-11-2024","Hyderabad","desktop","data analitics online","2024-11-10"
"A3218","Data Analytics Course",115.0,4857.0,195.05,29.0,9.0,"0.078",1644.0,"2024-11-17","Hyderabad","DESKTOP","data anaytics training","2024-11-17"
"A3219","Data Analytics Course",175.0,5915.0,223.39,23.0,8.0,"0.042",1595.0,"2024-11-08","Hyderabad","TABLET","learn data analytics","2024-11-08"
"A3220","Data Analytics Course",100.0,3948.0,230.56,30.0,6.0,"0.06",1234.0,"2024/11/12","Hyderabad","Tablet","analytics for data","2024-11-12"
"A3221","Data Analytics Course",114.0,5446.0,207.62,11.0,8.0,"0.07",1355.0,"2024-11-12","Hyderabad","MOBILE","data analitics online","2024-11-12"
"A3222","Data Analytics Course",109.0,5388.0,205.68,22.0,6.0,"0.055",1339.0,"19-11-2024","Hyderabad","desktop","data anaytics training","2024-11-19"
"A3223","Data Analytics Course",154.0,5138.0,194.15,17.0,7.0,"0.045",1295.0,"2024/11/17","Hyderabad","mobile","data analytics course","2024-11-17"
"A3224","Data Analytics Course",199.0,3534.0,238.67,24.0,5.0,"0.025",1776.0,"2024/11/21","Hyderabad","Mobile","data anaytics training","2024-11-21"
"A3225","Data Analytics Course",98.0,4302.0,183.4,16.0,9.0,"0.092",1765.0,"2024-11-19","Hyderabad","DESKTOP","data analytics course","2024-11-19"
"A3226","Data Analytics Course",196.0,4367.0,238.44,20.0,7.0,"0.036",1931.0,"27-11-2024","Hyderabad","desktop","data analitics online","2024-11-27"
"A3227","Data Analytics Course",81.0,3721.0,222.89,17.0,4.0,"0.046",1690.0,"2024-11-15","Hyderabad","Desktop","data analytics course","2024-11-15"
"A3228","Data Analytics Course",150.0,4351.0,203.7,26.0,8.0,"0.053",1765.0,"2024/11/18","Hyderabad","DESKTOP","data anaytics training","2024-11-18"
"A3229","Data Analytics Course",121.0,3122.0,237.57,29.0,6.0,"0.05",1796.0,"07-11-2024","Hyderabad","mobile","learn data analytics","2024-11-07"
"A3230","Data Analytics Course",124.0,3924.0,188.66,24.0,6.0,"0.041",1472.0,"2024-11-04","Hyderabad","TABLET","data anaytics training","2024-11-04"
"A3231","Data Analytics Course",108.0,4126.0,219.33,22.0,3.0,"0.028",1275.0,"2024-11-29","Hyderabad","Mobile","data analytics course","2024-11-29"
"A3232","Data Analytics Course",192.0,3499.0,237.83,20.0,10.0,"0.043",0.0,"2024/11/12","Hyderabad","tablet","analytics for data","2024-11-12"
"A3233","Data Analytics Course",178.0,3708.0,192.77,20.0,10.0,"0.056",1292.0,"16-11-2024","Hyderabad","Tablet","data analitics online","2024-11-16"
"A3234","Data Analytics Course",191.0,3302.0,207.75,18.0,9.0,"0.047",0.0,"26-11-2024","Hyderabad","MOBILE","learn data analytics","2024-11-26"
"A3235","Data Analytics Course",147.0,3131.0,242.53,10.0,4.0,"0.027",1231.0,"2024-11-18","Hyderabad","desktop","data analytics course","2024-11-18"
"A3236","Data Analytics Course",88.0,5145.0,242.9,16.0,10.0,"0.043",1963.0,"2024-11-14","Hyderabad","Tablet","analytics for data","2024-11-14"
"A3237","Data Analytics Course",92.0,5241.0,223.48,23.0,9.0,"0.098",1050.0,"2024/11/18","Hyderabad","DESKTOP","data analitics online","2024-11-18"
"A3238","Data Analytics Course",148.0,4149.0,223.33,30.0,6.0,"0.041",1318.0,"2024-11-08","Hyderabad","Tablet","data analytics course","2024-11-08"
"A3239","Data Analytics Course",127.0,3791.0,231.06,11.0,6.0,"0.047",1351.0,"03-11-2024","Hyderabad","desktop","online data analytic","2024-11-03"
"A3240","Data Analytics Course",156.0,4375.0,249.33,26.0,6.0,"0.038",1663.0,"15-11-2024","Hyderabad","Tablet","data analytics course","2024-11-15"
"A3241","Data Analytics Course",176.0,3753.0,201.76,11.0,4.0,"0.023",1070.0,"2024-11-07","Hyderabad","mobile","data anaytics training","2024-11-07"
"A3242","Data Analytics Course",145.0,4275.0,185.05,25.0,7.0,"0.036",1574.0,"09-11-2024","Hyderabad","Desktop","data anaytics training","2024-11-09"
"A3243","Data Analytics Course",136.0,4332.0,234.52,19.0,6.0,"0.043",1162.0,"2024-11-18","Hyderabad","DESKTOP","learn data analytics","2024-11-18"
"A3244","Data Analytics Course",150.0,4001.0,219.1,25.0,6.0,"0.04",1365.0,"2024-11-09","Hyderabad","TABLET","online data analytic","2024-11-09"
"A3245","Data Analytics Course",145.0,4436.0,190.63,13.0,10.0,"0.069",1502.0,"2024-11-21","Hyderabad","tablet","data analytics course","2024-11-21"
"A3246","Data Analytics Course",165.0,5661.0,0.0,28.0,6.0,"0.036",1848.0,"2024-11-02","Hyderabad","DESKTOP","data analitics online","2024-11-02"
"A3247","Data Analytics Course",183.0,5746.0,248.15,14.0,5.0,"0.053",1012.0,"25-11-2024","Hyderabad","TABLET","data analytics course","2024-11-25"
"A3248","Data Analytics Course",176.0,3906.0,214.0,29.0,4.0,"0.037",1382.0,"25-11-2024","Hyderabad","tablet","online data analytic","2024-11-25"
"A3249","Data Analytics Course",164.0,5127.0,194.76,20.0,5.0,"0.03",0.0,"2024/11/12","Hyderabad","tablet","analytics for data","2024-11-12"
"A3251","Data Analytics Course",95.0,4933.0,220.04,15.0,3.0,"0.032",1366.0,"2024/11/04","Hyderabad","mobile","data anaytics training","2024-11-04"
"A3252","Data Analytics Course",83.0,5180.0,209.62,30.0,4.0,"0.048",1972.0,"2024/11/13","Hyderabad","DESKTOP","analytics for data","2024-11-13"
"A3253","Data Analytics Course",91.0,4988.0,217.34,10.0,10.0,"0.11",1508.0,"29-11-2024","Hyderabad","mobile","learn data analytics","2024-11-29"
"A3254","Data Analytics Course",107.0,5510.0,216.1,14.0,8.0,"0.075",1857.0,"19-11-2024","Hyderabad","Mobile","online data analytic","2024-11-19"
"A3255","Data Analytics Course",83.0,3187.0,0.0,25.0,10.0,"0.034",1571.0,"2024/11/07","Hyderabad","Mobile","learn data analytics","2024-11-07"
"A3256","Data Analytics Course",166.0,3788.0,238.56,18.0,8.0,"0.048",1657.0,"06-11-2024","Hyderabad","Mobile","learn data analytics","2024-11-06"
"A3257","Data Analytics Course",182.0,4575.0,233.74,24.0,10.0,"0.055",1844.0,"2024-11-13","Hyderabad","MOBILE","learn data analytics","2024-11-13"
"A3258","Data Analytics Course",188.0,4382.0,249.5,12.0,9.0,"0.049",1746.0,"13-11-2024","Hyderabad","desktop","analytics for data","2024-11-13"
"A3259","Data Analytics Course",107.0,4605.0,230.74,17.0,7.0,"0.065",1590.0,"2024/11/18","Hyderabad","TABLET","online data analytic","2024-11-18"
"A3260","Data Analytics Course",169.0,4857.0,194.79,18.0,7.0,"0.041",1391.0,"2024/11/22","Hyderabad","MOBILE","data analitics online","2024-11-22"
"A3261","Data Analytics Course",165.0,3150.0,190.3,18.0,3.0,"0.018",1129.0,"2024-11-18","Hyderabad","DESKTOP","data anaytics training","2024-11-18"
"A3262","Data Analytics Course",137.0,4630.0,201.14,10.0,4.0,"0.029",1680.0,"27-11-2024","Hyderabad","tablet","learn data analytics","2024-11-27"
"A3263","Data Analytics Course",135.0,3712.0,207.14,14.0,3.0,"0.048",1788.0,"2024/11/21","Hyderabad","Tablet","data anaytics training","2024-11-21"
"A3264","Data Analytics Course",130.0,5739.0,0.0,23.0,8.0,"0.062",0.0,"30-11-2024","Hyderabad","mobile","data analitics online","2024-11-30"
"A3266","Data Analytics Course",122.0,4556.0,243.84,26.0,4.0,"0.052",1164.0,"2024/11/24","Hyderabad","MOBILE","online data analytic","2024-11-24"
"A3268","Data Analytics Course",145.0,5765.0,240.62,18.0,6.0,"0.041",1056.0,"19-11-2024","Hyderabad","DESKTOP","data anaytics training","2024-11-19"
"A3269","Data Analytics Course",80.0,5653.0,228.06,19.0,8.0,"0.1",1795.0,"2024-11-13","Hyderabad","Tablet","analytics for data","2024-11-13"
"A3271","Data Analytics Course",141.0,5612.0,224.45,19.0,5.0,"0.035",1150.0,"16-11-2024","Hyderabad","Mobile","online data analytic","2024-11-16"
"A3272","Data Analytics Course",180.0,3102.0,198.37,19.0,3.0,"0.017",0.0,"2024-11-29","Hyderabad","Mobile","online data analytic","2024-11-29"
"A3273","Data Analytics Course",196.0,5812.0,246.88,22.0,9.0,"0.046",1715.0,"2024/11/14","Hyderabad","MOBILE","online data analytic","2024-11-14"
"A3274","Data Analytics Course",168.0,4904.0,219.0,22.0,5.0,"0.03",1541.0,"15-11-2024","Hyderabad","TABLET","online data analytic","2024-11-15"
"A3276","Data Analytics Course",178.0,4708.0,237.77,14.0,10.0,"0.056",1449.0,"21-11-2024","Hyderabad","MOBILE","learn data analytics","2024-11-21"
"A3277","Data Analytics Course",93.0,3945.0,189.53,27.0,3.0,"0.032",1560.0,"2024/11/18","Hyderabad","Tablet","learn data analytics","2024-11-18"
"A3278","Data Analytics Course",138.0,5863.0,201.19,30.0,10.0,"0.072",1898.0,"2024/11/18","Hyderabad","Desktop","analytics for data","2024-11-18"
"A3279","Data Analytics Course",143.0,4470.0,214.42,14.0,8.0,"0.056",1353.0,"2024/11/22","Hyderabad","MOBILE","data analytics course","2024-11-22"
